DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
11X111,P.S. 111 Seton Falls,2014-15,689,32,89,114,114,126,124,90,0,0,0,0,0,0,0,333,0.483,356,0.517,2,0.003,435,0.631,235,0.341,12,0.017,5,0.007,200,0.29,55,0.08,626,0.909,0.766
11X111,P.S. 111 Seton Falls,2015-16,753,43,108,130,116,97,129,130,0,0,0,0,0,0,0,376,0.499,377,0.501,2,0.003,458,0.608,273,0.363,11,0.015,9,0.012,217,0.288,61,0.081,682,0.906,0.751
11X111,P.S. 111 Seton Falls,2016-17,670,44,90,124,115,91,101,105,0,0,0,0,0,0,0,335,0.5,335,0.5,6,0.009,394,0.588,253,0.378,10,0.015,7,0.01,200,0.299,45,0.067,627,0.936,0.749
11X111,P.S. 111 Seton Falls,2017-18,677,49,97,113,113,108,90,107,0,0,0,0,0,0,0,348,0.514,329,0.486,9,0.013,411,0.607,243,0.359,6,0.009,8,0.012,197,0.291,43,0.064,627,0.926,0.87
11X111,P.S. 111 Seton Falls,2018-19,644,41,100,110,99,97,109,88,0,0,0,0,0,0,0,326,0.506,318,0.494,9,0.014,387,0.601,230,0.357,7,0.011,11,0.017,178,0.276,36,0.056,570,0.885,0.852
11X112,P.S. 112 Bronxwood,2014-15,406,41,62,50,50,59,74,70,0,0,0,0,0,0,0,203,0.5,203,0.5,0,0,200,0.493,203,0.5,0,0,3,0.007,91,0.224,10,0.025,401,0.988,0.89
11X112,P.S. 112 Bronxwood,2015-16,419,46,62,65,62,54,61,69,0,0,0,0,0,0,0,224,0.535,195,0.465,2,0.005,201,0.48,209,0.499,0,0,7,0.017,101,0.241,19,0.045,409,0.976,0.89
11X112,P.S. 112 Bronxwood,2016-17,390,41,57,59,63,58,53,59,0,0,0,0,0,0,0,197,0.505,193,0.495,2,0.005,196,0.503,183,0.469,0,0,9,0.023,83,0.213,19,0.049,381,0.977,0.915
11X112,P.S. 112 Bronxwood,2017-18,432,51,76,55,63,61,64,62,0,0,0,0,0,0,0,209,0.484,223,0.516,2,0.005,210,0.486,209,0.484,0,0,11,0.025,103,0.238,20,0.046,421,0.975,0.924
11X112,P.S. 112 Bronxwood,2018-19,414,40,75,72,46,58,57,66,0,0,0,0,0,0,0,195,0.471,219,0.529,0,0,215,0.519,190,0.459,0,0,9,0.022,92,0.222,21,0.051,364,0.879,0.911
11X121,P.S. 121 Throop,2014-15,980,36,141,163,162,157,162,159,0,0,0,0,0,0,0,498,0.508,482,0.492,63,0.064,622,0.635,260,0.265,8,0.008,27,0.028,155,0.158,43,0.044,555,0.566,0.638
11X121,P.S. 121 Throop,2015-16,958,36,127,153,175,155,151,161,0,0,0,0,0,0,0,488,0.509,470,0.491,67,0.07,588,0.614,252,0.263,9,0.009,42,0.044,171,0.178,57,0.059,519,0.542,0.63
11X121,P.S. 121 Throop,2016-17,945,36,125,130,174,157,167,156,0,0,0,0,0,0,0,478,0.506,467,0.494,72,0.076,553,0.585,262,0.277,9,0.01,49,0.052,166,0.176,59,0.062,521,0.551,0.637
11X121,P.S. 121 Throop,2017-18,917,36,124,131,136,160,161,169,0,0,0,0,0,0,0,451,0.492,466,0.508,67,0.073,513,0.559,275,0.3,9,0.01,53,0.058,172,0.188,57,0.062,637,0.695,0.753
11X121,P.S. 121 Throop,2018-19,843,36,100,127,136,132,157,155,0,0,0,0,0,0,0,398,0.472,445,0.528,74,0.088,454,0.539,261,0.31,8,0.009,46,0.055,152,0.18,39,0.046,590,0.7,0.739
11X127,J.H.S. 127 The Castle Hill,2014-15,733,0,0,0,0,0,0,0,211,248,274,0,0,0,0,355,0.484,378,0.516,234,0.319,176,0.24,294,0.401,9,0.012,20,0.027,87,0.119,130,0.177,485,0.662,0.71
11X127,J.H.S. 127 The Castle Hill,2015-16,751,0,0,0,0,0,0,0,254,221,276,0,0,0,0,338,0.45,413,0.55,233,0.31,175,0.233,305,0.406,8,0.011,30,0.04,101,0.134,136,0.181,502,0.668,0.706
11X127,J.H.S. 127 The Castle Hill,2016-17,776,0,0,0,0,0,0,0,274,268,234,0,0,0,0,371,0.478,405,0.522,242,0.312,183,0.236,305,0.393,9,0.012,37,0.048,127,0.164,131,0.169,502,0.647,0.681
11X127,J.H.S. 127 The Castle Hill,2017-18,806,0,0,0,0,0,0,0,234,289,283,0,0,0,0,405,0.502,401,0.498,255,0.316,176,0.218,339,0.421,14,0.017,22,0.027,146,0.181,137,0.17,639,0.793,0.801
11X127,J.H.S. 127 The Castle Hill,2018-19,850,0,0,0,0,0,0,0,307,241,302,0,0,0,0,417,0.491,433,0.509,270,0.318,188,0.221,346,0.407,24,0.028,22,0.026,163,0.192,112,0.132,627,0.738,0.769
11X144,J.H.S. 144 Michelangelo,2014-15,558,0,0,0,0,0,0,0,173,175,210,0,0,0,0,268,0.48,290,0.52,13,0.023,365,0.654,163,0.292,2,0.004,15,0.027,141,0.253,45,0.081,360,0.645,0.679
11X144,J.H.S. 144 Michelangelo,2015-16,486,0,0,0,0,0,0,0,143,158,185,0,0,0,0,235,0.484,251,0.516,15,0.031,316,0.65,141,0.29,3,0.006,11,0.023,135,0.278,35,0.072,304,0.626,0.667
11X144,J.H.S. 144 Michelangelo,2016-17,497,0,0,0,0,0,0,0,164,166,167,0,0,0,0,240,0.483,257,0.517,19,0.038,310,0.624,157,0.316,2,0.004,9,0.018,139,0.28,41,0.082,309,0.622,0.636
11X144,J.H.S. 144 Michelangelo,2017-18,492,0,0,0,0,0,0,0,144,171,177,0,0,0,0,230,0.467,262,0.533,14,0.028,296,0.602,160,0.325,2,0.004,20,0.041,139,0.283,52,0.106,383,0.778,0.78
11X144,J.H.S. 144 Michelangelo,2018-19,485,0,0,0,0,0,0,0,153,155,177,0,0,0,0,228,0.47,257,0.53,31,0.064,285,0.588,148,0.305,2,0.004,19,0.039,121,0.249,52,0.107,369,0.761,0.787
11X153,P.S. 153 Helen Keller,2014-15,700,0,96,115,129,146,130,84,0,0,0,0,0,0,0,338,0.483,362,0.517,66,0.094,414,0.591,173,0.247,10,0.014,37,0.053,89,0.127,15,0.021,455,0.65,0.426
11X153,P.S. 153 Helen Keller,2015-16,738,16,92,115,120,130,139,126,0,0,0,0,0,0,0,356,0.482,382,0.518,69,0.093,431,0.584,188,0.255,12,0.016,38,0.051,97,0.131,11,0.015,484,0.656,0.418
11X153,P.S. 153 Helen Keller,2016-17,688,17,80,108,110,115,125,133,0,0,0,0,0,0,0,332,0.483,356,0.517,65,0.094,411,0.597,168,0.244,12,0.017,32,0.047,92,0.134,11,0.016,454,0.66,0.403
