DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
10X353,World View High School,2015-16,289,0,0,0,0,0,0,0,0,0,0,113,100,76,0,141,0.488,148,0.512,1,0.003,80,0.277,197,0.682,7,0.024,4,0.014,65,0.225,98,0.339,240,0.83,0.813
10X353,World View High School,2016-17,449,0,0,0,0,0,0,0,0,0,0,172,114,99,64,242,0.539,207,0.461,4,0.009,108,0.241,321,0.715,10,0.022,6,0.013,81,0.18,142,0.316,393,0.875,0.8
10X353,World View High School,2017-18,495,0,0,0,0,0,0,0,0,0,0,147,159,105,84,257,0.519,238,0.481,4,0.008,109,0.22,368,0.743,10,0.02,4,0.008,93,0.188,148,0.299,408,0.824,0.844
10X353,World View High School,2018-19,551,0,0,0,0,0,0,0,0,0,0,161,140,151,99,305,0.554,246,0.446,7,0.013,127,0.23,394,0.715,18,0.033,5,0.009,96,0.174,138,0.25,416,0.755,0.803
10X360,P.S. 360,2014-15,485,49,96,81,63,68,70,58,0,0,0,0,0,0,0,223,0.46,262,0.54,8,0.016,59,0.122,403,0.831,2,0.004,13,0.027,96,0.198,60,0.124,443,0.913,0.797
10X360,P.S. 360,2015-16,493,46,90,89,74,65,69,60,0,0,0,0,0,0,0,238,0.483,255,0.517,9,0.018,56,0.114,412,0.836,1,0.002,15,0.03,110,0.223,71,0.144,443,0.899,0.762
10X360,P.S. 360,2016-17,507,49,77,88,87,71,65,70,0,0,0,0,0,0,0,247,0.487,260,0.513,7,0.014,63,0.124,420,0.828,0,0,17,0.034,118,0.233,73,0.144,463,0.913,0.774
10X360,P.S. 360,2017-18,490,47,72,75,87,72,73,64,0,0,0,0,0,0,0,230,0.469,260,0.531,10,0.02,55,0.112,410,0.837,0,0,15,0.031,112,0.229,89,0.182,463,0.945,0.887
10X360,P.S. 360,2018-19,433,49,47,66,70,71,64,66,0,0,0,0,0,0,0,198,0.457,235,0.543,9,0.021,48,0.111,361,0.834,2,0.005,13,0.03,103,0.238,78,0.18,404,0.933,0.87
10X363,Academy For Personal Leadership And Excellence,2014-15,409,0,0,0,0,0,0,0,123,142,144,0,0,0,0,192,0.469,217,0.531,9,0.022,54,0.132,341,0.834,1,0.002,4,0.01,103,0.252,136,0.333,396,0.968,0.88
10X363,Academy For Personal Leadership And Excellence,2015-16,455,0,0,0,0,0,0,0,146,156,153,0,0,0,0,210,0.462,245,0.538,10,0.022,54,0.119,385,0.846,1,0.002,5,0.011,109,0.24,145,0.319,436,0.958,0.892
10X363,Academy For Personal Leadership And Excellence,2016-17,503,0,0,0,0,0,0,0,175,167,161,0,0,0,0,217,0.431,286,0.569,11,0.022,54,0.107,429,0.853,2,0.004,7,0.014,126,0.25,167,0.332,486,0.966,0.88
10X363,Academy For Personal Leadership And Excellence,2017-18,557,0,0,0,0,0,0,0,180,197,180,0,0,0,0,242,0.434,315,0.566,9,0.016,57,0.102,483,0.867,3,0.005,5,0.009,143,0.257,187,0.336,527,0.946,0.938
10X363,Academy For Personal Leadership And Excellence,2018-19,582,0,0,0,0,0,0,0,165,219,198,0,0,0,0,266,0.457,316,0.543,11,0.019,63,0.108,495,0.851,6,0.01,7,0.012,159,0.273,183,0.314,533,0.916,0.927
10X368,In-Tech Academy (M.S. / High School 368),2014-15,1022,0,0,0,0,0,0,0,150,148,159,153,165,128,119,490,0.479,532,0.521,36,0.035,104,0.102,835,0.817,10,0.01,37,0.036,184,0.18,148,0.145,928,0.908,0.752
10X368,In-Tech Academy (M.S. / High School 368),2015-16,966,0,0,0,0,0,0,0,128,162,148,139,151,107,131,476,0.493,490,0.507,34,0.035,95,0.098,788,0.816,10,0.01,39,0.04,181,0.187,143,0.148,883,0.914,0.732
10X368,In-Tech Academy (M.S. / High School 368),2016-17,945,0,0,0,0,0,0,0,147,141,171,158,137,96,95,449,0.475,496,0.525,37,0.039,84,0.089,770,0.815,14,0.015,40,0.042,181,0.192,153,0.162,861,0.911,0.727
10X368,In-Tech Academy (M.S. / High School 368),2017-18,1003,0,0,0,0,0,0,0,155,170,155,192,148,96,87,468,0.467,535,0.533,41,0.041,88,0.088,818,0.816,16,0.016,40,0.04,211,0.21,166,0.166,874,0.871,0.82
10X368,In-Tech Academy (M.S. / High School 368),2018-19,1022,0,0,0,0,0,0,0,149,155,176,175,167,97,103,463,0.453,559,0.547,43,0.042,86,0.084,841,0.823,15,0.015,37,0.036,222,0.217,172,0.168,878,0.859,0.798
10X374,Knowledge and Power Preparatory Academy Internatio,2014-15,487,0,0,0,0,0,0,0,0,0,0,137,130,140,80,276,0.567,211,0.433,12,0.025,157,0.322,296,0.608,12,0.025,10,0.021,109,0.224,73,0.15,430,0.883,0.778
10X374,Knowledge and Power Preparatory Academy Internatio,2015-16,499,0,0,0,0,0,0,0,0,0,0,138,123,110,128,280,0.561,219,0.439,13,0.026,152,0.305,310,0.621,11,0.022,13,0.026,126,0.253,55,0.11,431,0.864,0.761
10X374,Knowledge and Power Preparatory Academy Internatio,2016-17,473,0,0,0,0,0,0,0,0,0,0,138,131,107,97,267,0.564,206,0.436,14,0.03,136,0.288,299,0.632,13,0.027,11,0.023,120,0.254,63,0.133,422,0.892,0.778
10X374,Knowledge and Power Preparatory Academy Internatio,2017-18,488,0,0,0,0,0,0,0,0,0,0,151,116,117,104,285,0.584,203,0.416,12,0.025,133,0.273,316,0.648,11,0.023,16,0.033,118,0.242,70,0.143,451,0.924,0.857
10X374,Knowledge and Power Preparatory Academy Internatio,2018-19,464,0,0,0,0,0,0,0,0,0,0,122,130,107,105,280,0.603,184,0.397,10,0.022,125,0.269,308,0.664,8,0.017,13,0.028,114,0.246,51,0.11,404,0.871,0.84
10X382,"Elementary School for Math, Science, and Technolog",2014-15,283,0,49,47,41,44,55,47,0,0,0,0,0,0,0,143,0.505,140,0.495,0,0,72,0.254,210,0.742,1,0.004,0,0,35,0.124,76,0.269,271,0.958,0.918
10X382,"Elementary School for Math, Science, and Technolog",2015-16,279,0,39,51,48,38,47,56,0,0,0,0,0,0,0,143,0.513,136,0.487,1,0.004,67,0.24,210,0.753,1,0.004,0,0,41,0.147,83,0.297,269,0.964,0.899
10X382,"Elementary School for Math, Science, and Technolog",2016-17,290,0,49,48,50,57,40,46,0,0,0,0,0,0,0,156,0.538,134,0.462,0,0,72,0.248,215,0.741,2,0.007,1,0.003,47,0.162,97,0.334,283,0.976,0.904
10X382,"Elementary School for Math, Science, and Technolog",2017-18,273,0,37,38,49,53,57,39,0,0,0,0,0,0,0,149,0.546,124,0.454,0,0,61,0.223,209,0.766,2,0.007,1,0.004,44,0.161,93,0.341,265,0.971,0.965
10X382,"Elementary School for Math, Science, and Technolog",2018-19,278,0,44,38,42,54,46,54,0,0,0,0,0,0,0,145,0.522,133,0.478,2,0.007,62,0.223,212,0.763,2,0.007,0,0,50,0.18,81,0.291,266,0.957,0.967
10X386,School for Environmental Citizenship,2014-15,553,54,84,115,87,79,67,67,0,0,0,0,0,0,0,292,0.528,261,0.472,2,0.004,92,0.166,453,0.819,1,0.002,5,0.009,95,0.172,165,0.298,549,0.993,0.933
10X386,School for Environmental Citizenship,2015-16,611,70,93,92,125,79,85,67,0,0,0,0,0,0,0,309,0.506,302,0.494,4,0.007,90,0.147,506,0.828,2,0.003,9,0.015,110,0.18,179,0.293,604,0.989,0.922
10X386,School for Environmental Citizenship,2016-17,617,69,99,101,102,102,71,73,0,0,0,0,0,0,0,297,0.481,320,0.519,3,0.005,95,0.154,510,0.827,1,0.002,8,0.013,110,0.178,204,0.331,613,0.994,0.931
10X386,School for Environmental Citizenship,2017-18,598,72,92,81,94,91,96,72,0,0,0,0,0,0,0,283,0.473,315,0.527,3,0.005,77,0.129,510,0.853,0,0,8,0.013,108,0.181,201,0.336,595,0.995,0.97
10X386,School for Environmental Citizenship,2018-19,604,71,89,87,78,95,86,98,0,0,0,0,0,0,0,280,0.464,324,0.536,4,0.007,70,0.116,521,0.863,0,0,9,0.015,108,0.179,197,0.326,592,0.98,0.968
10X390,M.S. 390,2014-15,397,0,0,0,0,0,0,0,155,129,113,0,0,0,0,191,0.481,206,0.519,3,0.008,66,0.166,325,0.819,1,0.003,2,0.005,99,0.249,113,0.285,352,0.887,0.908
10X390,M.S. 390,2015-16,457,0,0,0,0,0,0,0,196,149,112,0,0,0,0,211,0.462,246,0.538,4,0.009,59,0.129,389,0.851,1,0.002,4,0.009,115,0.252,117,0.256,417,0.912,0.901
10X390,M.S. 390,2016-17,522,0,0,0,0,0,0,0,185,187,150,0,0,0,0,239,0.458,283,0.542,6,0.011,67,0.128,446,0.854,1,0.002,2,0.004,144,0.276,143,0.274,510,0.977,0.92
10X390,M.S. 390,2017-18,539,0,0,0,0,0,0,0,187,188,164,0,0,0,0,234,0.434,305,0.566,3,0.006,69,0.128,466,0.865,0,0,1,0.002,137,0.254,160,0.297,532,0.987,0.952
10X390,M.S. 390,2018-19,539,0,0,0,0,0,0,0,168,190,181,0,0,0,0,248,0.46,291,0.54,6,0.011,70,0.13,460,0.853,1,0.002,2,0.004,139,0.258,150,0.278,513,0.952,0.932
10X391,The Angelo Patri Middle School,2014-15,514,0,0,0,0,0,0,0,167,159,188,0,0,0,0,226,0.44,288,0.56,6,0.012,128,0.249,376,0.732,1,0.002,3,0.006,139,0.27,189,0.368,432,0.84,0.907
10X391,The Angelo Patri Middle School,2015-16,516,0,0,0,0,0,0,0,190,170,156,0,0,0,0,234,0.453,282,0.547,7,0.014,127,0.246,371,0.719,4,0.008,7,0.014,149,0.289,188,0.364,425,0.824,0.901
10X391,The Angelo Patri Middle School,2016-17,528,0,0,0,0,0,0,0,166,181,181,0,0,0,0,226,0.428,302,0.572,7,0.013,114,0.216,402,0.761,2,0.004,3,0.006,166,0.314,200,0.379,446,0.845,0.904
10X391,The Angelo Patri Middle School,2017-18,530,0,0,0,0,0,0,0,181,160,189,0,0,0,0,233,0.44,297,0.56,8,0.015,116,0.219,394,0.743,5,0.009,7,0.013,140,0.264,191,0.36,491,0.926,0.957
10X391,The Angelo Patri Middle School,2018-19,475,0,0,0,0,0,0,0,150,173,152,0,0,0,0,222,0.467,253,0.533,9,0.019,110,0.232,348,0.733,3,0.006,5,0.011,125,0.263,169,0.356,432,0.909,0.947
10X396,P.S. 396,2014-15,373,34,39,63,59,61,60,57,0,0,0,0,0,0,0,170,0.456,203,0.544,0,0,86,0.231,279,0.748,0,0,8,0.021,95,0.255,77,0.206,332,0.89,0.872
10X396,P.S. 396,2015-16,357,35,47,40,68,52,59,56,0,0,0,0,0,0,0,160,0.448,197,0.552,0,0,79,0.221,272,0.762,0,0,6,0.017,93,0.261,65,0.182,322,0.902,0.896
10X396,P.S. 396,2016-17,349,32,42,46,44,65,60,60,0,0,0,0,0,0,0,154,0.441,195,0.559,1,0.003,69,0.198,269,0.771,3,0.009,7,0.02,95,0.272,87,0.249,323,0.926,0.909
10X396,P.S. 396,2017-18,339,36,49,43,42,48,61,60,0,0,0,0,0,0,0,137,0.404,202,0.596,3,0.009,61,0.18,265,0.782,3,0.009,7,0.021,117,0.345,76,0.224,314,0.926,0.928
10X396,P.S. 396,2018-19,291,36,39,44,37,38,47,50,0,0,0,0,0,0,0,131,0.45,160,0.55,3,0.01,52,0.179,234,0.804,1,0.003,1,0.003,98,0.337,58,0.199,271,0.931,0.921
10X397,English Language Learners and International Suppor,2014-15,350,0,0,0,0,0,0,0,0,0,0,73,129,52,96,140,0.4,210,0.6,15,0.043,62,0.177,261,0.746,3,0.009,9,0.026,5,0.014,282,0.806,326,0.931,0.936
10X397,English Language Learners and International Suppor,2015-16,333,0,0,0,0,0,0,0,0,0,0,95,84,94,60,136,0.408,197,0.592,7,0.021,51,0.153,262,0.787,4,0.012,9,0.027,4,0.012,302,0.907,303,0.91,0.959
10X397,English Language Learners and International Suppor,2016-17,384,0,0,0,0,0,0,0,0,0,0,133,90,74,87,169,0.44,215,0.56,4,0.01,59,0.154,307,0.799,4,0.01,10,0.026,3,0.008,316,0.823,310,0.807,0.976
10X397,English Language Learners and International Suppor,2017-18,350,0,0,0,0,0,0,0,0,0,0,113,103,67,67,145,0.414,205,0.586,10,0.029,62,0.177,258,0.737,5,0.014,15,0.043,2,0.006,315,0.9,332,0.949,0.988
10X397,English Language Learners and International Suppor,2018-19,309,0,0,0,0,0,0,0,0,0,0,83,71,91,64,136,0.44,173,0.56,7,0.023,66,0.214,214,0.693,9,0.029,13,0.042,1,0.003,295,0.955,266,0.861,0.983
10X433,High School for Teaching and the Professions,2014-15,486,0,0,0,0,0,0,0,0,0,0,166,141,106,73,281,0.578,205,0.422,9,0.019,97,0.2,364,0.749,3,0.006,13,0.027,120,0.247,103,0.212,436,0.897,0.823
10X433,High School for Teaching and the Professions,2015-16,468,0,0,0,0,0,0,0,0,0,0,154,119,119,76,267,0.571,201,0.429,8,0.017,84,0.179,358,0.765,8,0.017,10,0.021,112,0.239,95,0.203,409,0.874,0.834
10X433,High School for Teaching and the Professions,2016-17,462,0,0,0,0,0,0,0,0,0,0,142,116,118,86,252,0.545,210,0.455,10,0.022,79,0.171,355,0.768,6,0.013,12,0.026,115,0.249,93,0.201,387,0.838,0.825
10X433,High School for Teaching and the Professions,2017-18,447,0,0,0,0,0,0,0,0,0,0,130,117,98,102,237,0.53,210,0.47,11,0.025,72,0.161,344,0.77,4,0.009,16,0.036,114,0.255,101,0.226,410,0.917,0.926
10X433,High School for Teaching and the Professions,2018-19,414,0,0,0,0,0,0,0,0,0,0,119,105,110,80,220,0.531,194,0.469,12,0.029,60,0.145,319,0.771,5,0.012,18,0.043,95,0.229,109,0.263,359,0.867,0.928
10X434,Belmont Preparatory High School,2014-15,416,0,0,0,0,0,0,0,0,0,0,133,131,77,75,231,0.555,185,0.445,9,0.022,127,0.305,272,0.654,1,0.002,7,0.017,64,0.154,26,0.063,355,0.853,0.749
10X434,Belmont Preparatory High School,2015-16,423,0,0,0,0,0,0,0,0,0,0,120,127,97,79,230,0.544,193,0.456,10,0.024,130,0.307,275,0.65,2,0.005,6,0.014,79,0.187,29,0.069,372,0.879,0.742
10X434,Belmont Preparatory High School,2016-17,412,0,0,0,0,0,0,0,0,0,0,114,120,81,97,221,0.536,191,0.464,12,0.029,108,0.262,284,0.689,3,0.007,5,0.012,87,0.211,37,0.09,368,0.893,0.755
10X434,Belmont Preparatory High School,2017-18,402,0,0,0,0,0,0,0,0,0,0,121,106,75,100,215,0.535,187,0.465,11,0.027,89,0.221,292,0.726,5,0.012,5,0.012,90,0.224,49,0.122,354,0.881,0.85
10X434,Belmont Preparatory High School,2018-19,390,0,0,0,0,0,0,0,0,0,0,132,103,77,78,214,0.549,176,0.451,18,0.046,85,0.218,277,0.71,5,0.013,5,0.013,90,0.231,47,0.121,329,0.844,0.842
10X437,Fordham High School for the Arts,2014-15,401,0,0,0,0,0,0,0,0,0,0,133,107,94,67,264,0.658,137,0.342,4,0.01,123,0.307,262,0.653,2,0.005,10,0.025,78,0.195,16,0.04,354,0.883,0.754
10X437,Fordham High School for the Arts,2015-16,379,0,0,0,0,0,0,0,0,0,0,96,107,110,66,268,0.707,111,0.293,5,0.013,127,0.335,233,0.615,6,0.016,8,0.021,74,0.195,5,0.013,336,0.887,0.736
10X437,Fordham High School for the Arts,2016-17,375,0,0,0,0,0,0,0,0,0,0,111,72,94,98,278,0.741,97,0.259,5,0.013,131,0.349,223,0.595,9,0.024,7,0.019,70,0.187,10,0.027,330,0.88,0.742
10X437,Fordham High School for the Arts,2017-18,356,0,0,0,0,0,0,0,0,0,0,131,73,72,80,261,0.733,95,0.267,5,0.014,120,0.337,217,0.61,7,0.02,7,0.02,67,0.188,15,0.042,319,0.896,0.81
10X437,Fordham High School for the Arts,2018-19,319,0,0,0,0,0,0,0,0,0,0,90,96,71,62,243,0.762,76,0.238,5,0.016,123,0.386,176,0.552,8,0.025,7,0.022,69,0.216,12,0.038,285,0.893,0.795
10X438,Fordham Leadership Academy,2014-15,438,0,0,0,0,0,0,0,0,0,0,139,119,91,89,178,0.406,260,0.594,8,0.018,123,0.281,295,0.674,0,0,12,0.027,126,0.288,73,0.167,404,0.922,0.86
10X438,Fordham Leadership Academy,2015-16,410,0,0,0,0,0,0,0,0,0,0,144,106,59,101,155,0.378,255,0.622,7,0.017,114,0.278,278,0.678,1,0.002,10,0.024,123,0.3,63,0.154,381,0.929,0.859
10X438,Fordham Leadership Academy,2016-17,349,0,0,0,0,0,0,0,0,0,0,122,104,64,59,125,0.358,224,0.642,7,0.02,90,0.258,240,0.688,1,0.003,11,0.032,100,0.287,70,0.201,297,0.851,0.825
10X438,Fordham Leadership Academy,2017-18,342,0,0,0,0,0,0,0,0,0,0,128,89,67,58,135,0.395,206,0.602,10,0.029,88,0.257,234,0.684,3,0.009,7,0.02,83,0.243,74,0.216,295,0.863,0.906
10X438,Fordham Leadership Academy,2018-19,352,0,0,0,0,0,0,0,0,0,0,123,101,70,58,161,0.457,191,0.543,10,0.028,90,0.256,243,0.69,4,0.011,5,0.014,85,0.241,70,0.199,290,0.824,0.893
10X439,Bronx High School for Law and Community Service,2014-15,398,0,0,0,0,0,0,0,0,0,0,129,120,77,72,209,0.525,189,0.475,5,0.013,97,0.244,283,0.711,6,0.015,7,0.018,108,0.271,60,0.151,363,0.912,0.868
10X439,Bronx High School for Law and Community Service,2015-16,392,0,0,0,0,0,0,0,0,0,0,117,111,78,86,208,0.531,184,0.469,4,0.01,95,0.242,279,0.712,6,0.015,8,0.02,107,0.273,45,0.115,346,0.883,0.842
10X439,Bronx High School for Law and Community Service,2016-17,423,0,0,0,0,0,0,0,0,0,0,133,120,77,93,225,0.532,198,0.468,9,0.021,105,0.248,291,0.688,8,0.019,10,0.024,116,0.274,61,0.144,367,0.868,0.814
10X439,Bronx High School for Law and Community Service,2017-18,409,0,0,0,0,0,0,0,0,0,0,120,129,82,78,228,0.557,181,0.443,7,0.017,111,0.271,274,0.67,6,0.015,11,0.027,97,0.237,55,0.134,375,0.917,0.894
10X439,Bronx High School for Law and Community Service,2018-19,402,0,0,0,0,0,0,0,0,0,0,121,108,89,84,231,0.575,171,0.425,6,0.015,111,0.276,268,0.667,7,0.017,10,0.025,102,0.254,52,0.129,361,0.898,0.876
10X440,DeWitt Clinton High School,2014-15,2109,0,0,0,0,0,0,0,0,0,0,584,512,570,443,951,0.451,1158,0.549,183,0.087,662,0.314,1157,0.549,37,0.018,70,0.033,392,0.186,457,0.217,1657,0.786,0.775
10X440,DeWitt Clinton High School,2015-16,1694,0,0,0,0,0,0,0,0,0,0,502,427,403,362,758,0.447,936,0.553,157,0.093,527,0.311,910,0.537,40,0.024,60,0.035,301,0.178,378,0.223,1360,0.803,0.771
10X440,DeWitt Clinton High School,2016-17,1476,0,0,0,0,0,0,0,0,0,0,531,384,323,238,666,0.451,810,0.549,131,0.089,474,0.321,788,0.534,31,0.021,52,0.035,234,0.159,358,0.243,1187,0.804,0.781
10X440,DeWitt Clinton High School,2017-18,1203,0,0,0,0,0,0,0,0,0,0,381,400,227,195,532,0.442,671,0.558,128,0.106,394,0.328,611,0.508,24,0.02,46,0.038,187,0.155,237,0.197,1078,0.896,0.852
10X440,DeWitt Clinton High School,2018-19,1119,0,0,0,0,0,0,0,0,0,0,380,260,264,215,483,0.432,636,0.568,120,0.107,355,0.317,583,0.521,26,0.023,35,0.031,212,0.189,166,0.148,882,0.788,0.831
10X442,"Celia Cruz Bronx High School of Music, The",2014-15,430,0,0,0,0,0,0,0,0,0,0,150,120,77,83,271,0.63,159,0.37,6,0.014,106,0.247,301,0.7,11,0.026,6,0.014,60,0.14,11,0.026,375,0.872,0.743
10X442,"Celia Cruz Bronx High School of Music, The",2015-16,425,0,0,0,0,0,0,0,0,0,0,154,110,87,74,274,0.645,151,0.355,10,0.024,102,0.24,299,0.704,10,0.024,4,0.009,75,0.176,21,0.049,353,0.831,0.733
10X442,"Celia Cruz Bronx High School of Music, The",2016-17,428,0,0,0,0,0,0,0,0,0,0,137,120,92,79,273,0.638,155,0.362,9,0.021,105,0.245,293,0.685,17,0.04,4,0.009,83,0.194,21,0.049,371,0.867,0.743
10X442,"Celia Cruz Bronx High School of Music, The",2017-18,427,0,0,0,0,0,0,0,0,0,0,131,106,103,87,272,0.637,155,0.363,8,0.019,96,0.225,299,0.7,19,0.044,5,0.012,93,0.218,31,0.073,375,0.878,0.809
10X442,"Celia Cruz Bronx High School of Music, The",2018-19,421,0,0,0,0,0,0,0,0,0,0,130,107,92,92,268,0.637,153,0.363,6,0.014,112,0.266,278,0.66,20,0.048,5,0.012,96,0.228,24,0.057,366,0.869,0.778
10X445,The Bronx High School of Science,2014-15,3015,0,0,0,0,0,0,0,0,0,0,750,745,784,736,1311,0.435,1704,0.565,1893,0.628,77,0.026,168,0.056,210,0.07,667,0.221,40,0.013,1,0,1436,0.476,0.3
10X445,The Bronx High School of Science,2015-16,3010,0,0,0,0,0,0,0,0,0,0,763,733,730,784,1293,0.43,1717,0.57,1871,0.622,67,0.022,160,0.053,280,0.093,632,0.21,32,0.011,0,0,1360,0.452,0.291
10X445,The Bronx High School of Science,2016-17,2979,0,0,0,0,0,0,0,0,0,0,772,758,721,728,1260,0.423,1719,0.577,1839,0.617,62,0.021,164,0.055,278,0.093,636,0.213,28,0.009,0,0,1301,0.437,0.284
10X445,The Bronx High School of Science,2017-18,2995,0,0,0,0,0,0,0,0,0,0,763,767,748,717,1229,0.41,1766,0.59,1965,0.656,76,0.025,186,0.062,70,0.023,698,0.233,39,0.013,0,0,1379,0.46,0.4
10X445,The Bronx High School of Science,2018-19,3016,0,0,0,0,0,0,0,0,0,0,759,757,756,744,1231,0.408,1785,0.592,1957,0.649,79,0.026,213,0.071,95,0.031,672,0.223,42,0.014,1,0,1266,0.42,0.375
10X447,Creston Academy,2014-15,479,0,0,0,0,0,0,0,159,173,147,0,0,0,0,254,0.53,225,0.47,9,0.019,67,0.14,400,0.835,0,0,3,0.006,104,0.217,152,0.317,470,0.981,0.9
10X447,Creston Academy,2015-16,477,0,0,0,0,0,0,0,142,171,164,0,0,0,0,256,0.537,221,0.463,12,0.025,59,0.124,401,0.841,1,0.002,4,0.008,100,0.21,149,0.312,438,0.918,0.918
10X447,Creston Academy,2016-17,474,0,0,0,0,0,0,0,148,164,162,0,0,0,0,237,0.5,237,0.5,10,0.021,50,0.105,408,0.861,1,0.002,5,0.011,99,0.209,162,0.342,435,0.918,0.916
10X447,Creston Academy,2017-18,460,0,0,0,0,0,0,0,136,167,157,0,0,0,0,237,0.515,223,0.485,7,0.015,45,0.098,398,0.865,4,0.009,6,0.013,84,0.183,161,0.35,425,0.924,0.945
10X447,Creston Academy,2018-19,459,0,0,0,0,0,0,0,137,158,164,0,0,0,0,229,0.499,230,0.501,8,0.017,51,0.111,391,0.852,4,0.009,5,0.011,87,0.19,137,0.298,436,0.95,0.944
10X459,East Fordham Academy for the Arts,2014-15,364,0,0,0,0,0,0,0,100,131,133,0,0,0,0,170,0.467,194,0.533,5,0.014,57,0.157,300,0.824,0,0,2,0.005,84,0.231,96,0.264,316,0.868,0.877
10X459,East Fordham Academy for the Arts,2015-16,323,0,0,0,0,0,0,0,82,101,140,0,0,0,0,171,0.529,152,0.471,6,0.019,40,0.124,272,0.842,1,0.003,4,0.012,90,0.279,83,0.257,309,0.957,0.872
10X459,East Fordham Academy for the Arts,2016-17,264,0,0,0,0,0,0,0,69,89,106,0,0,0,0,134,0.508,130,0.492,4,0.015,39,0.148,218,0.826,2,0.008,1,0.004,74,0.28,64,0.242,238,0.902,0.927
10X459,East Fordham Academy for the Arts,2017-18,278,0,0,0,0,0,0,0,86,92,100,0,0,0,0,137,0.493,141,0.507,5,0.018,36,0.129,226,0.813,8,0.029,3,0.011,78,0.281,86,0.309,264,0.95,0.964
10X459,East Fordham Academy for the Arts,2018-19,296,0,0,0,0,0,0,0,90,108,98,0,0,0,0,139,0.47,157,0.53,7,0.024,54,0.182,224,0.757,6,0.02,5,0.017,83,0.28,86,0.291,267,0.902,0.94
10X477,Marble Hill High School for International Studies,2014-15,449,0,0,0,0,0,0,0,0,0,0,109,115,122,103,226,0.503,223,0.497,40,0.089,110,0.245,274,0.61,2,0.004,23,0.051,41,0.091,133,0.296,417,0.929,0.798
10X477,Marble Hill High School for International Studies,2015-16,447,0,0,0,0,0,0,0,0,0,0,112,111,116,108,227,0.508,220,0.492,49,0.11,100,0.224,273,0.611,2,0.004,23,0.051,43,0.096,117,0.262,414,0.926,0.808
10X477,Marble Hill High School for International Studies,2016-17,429,0,0,0,0,0,0,0,0,0,0,120,109,104,96,209,0.487,220,0.513,41,0.096,93,0.217,271,0.632,2,0.005,22,0.051,49,0.114,127,0.296,401,0.935,0.804
10X477,Marble Hill High School for International Studies,2017-18,437,0,0,0,0,0,0,0,0,0,0,101,124,125,87,226,0.517,211,0.483,56,0.128,79,0.181,281,0.643,5,0.011,16,0.037,56,0.128,142,0.325,401,0.918,0.871
10X477,Marble Hill High School for International Studies,2018-19,448,0,0,0,0,0,0,0,0,0,0,112,105,122,109,233,0.52,215,0.48,62,0.138,67,0.15,291,0.65,7,0.016,21,0.047,60,0.134,133,0.297,399,0.891,0.855
10X524,Crotona International High School,2014-15,336,0,0,0,0,0,0,0,0,0,0,121,108,49,58,167,0.497,169,0.503,6,0.018,35,0.104,288,0.857,1,0.003,6,0.018,16,0.048,293,0.872,301,0.896,0.987
10X524,Crotona International High School,2015-16,338,0,0,0,0,0,0,0,0,0,0,96,119,63,60,158,0.467,180,0.533,4,0.012,25,0.074,299,0.885,2,0.006,8,0.024,18,0.053,320,0.947,263,0.778,0.968
10X524,Crotona International High School,2016-17,341,0,0,0,0,0,0,0,0,0,0,91,75,82,93,161,0.472,180,0.528,6,0.018,28,0.082,293,0.859,4,0.012,10,0.029,18,0.053,315,0.924,200,0.587,0.968
10X524,Crotona International High School,2017-18,335,0,0,0,0,0,0,0,0,0,0,86,96,84,69,172,0.513,163,0.487,9,0.027,27,0.081,285,0.851,3,0.009,11,0.033,14,0.042,308,0.919,291,0.869,0.993
10X524,Crotona International High School,2018-19,333,0,0,0,0,0,0,0,0,0,0,75,87,96,75,168,0.505,165,0.495,5,0.015,21,0.063,292,0.877,2,0.006,13,0.039,11,0.033,319,0.958,281,0.844,0.99
10X535,Rose Hill Pre-K Center,2015-16,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.456,74,0.544,3,0.022,10,0.074,121,0.89,0,0,2,0.015,6,0.044,0,0,126,0.926,0.816
10X535,Rose Hill Pre-K Center,2016-17,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0.526,128,0.474,6,0.022,37,0.137,206,0.763,7,0.026,14,0.052,13,0.048,1,0.004,202,0.748,0.815
10X535,Rose Hill Pre-K Center,2017-18,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0.521,160,0.479,3,0.009,57,0.171,261,0.781,3,0.009,10,0.03,21,0.063,0,0,278,0.832,0.874
10X535,Rose Hill Pre-K Center,2018-19,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0.5,169,0.5,5,0.015,87,0.257,234,0.692,1,0.003,11,0.033,44,0.13,0,0,272,0.805,0.854
